Id,Name,WeekSales,WeekPSales,WeekBudget,WeekPBudget,PrevPeriodSales,PrevPeriodBudget,Date,ExpenseType
1508,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1509,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1510,Occupancy Cost,942.07,0.7855624,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1511,Owners Draws,750,0.6254013,0,0,0,0,2/26/2018 12:00:00 AM,Takeaway
1512,Loan Payment,1125,0.9381019,0,0,0,0,2/26/2018 12:00:00 AM,Takeaway
1513,Loan Tax,300,0.2501605,0,0,0,0,2/26/2018 12:00:00 AM,Takeaway
1514,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1515,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1516,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1517,Credit Card Processing,0.17,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1518,Direct Operating,408.34,0.3405018,0,0,408.34,0,2/26/2018 12:00:00 AM,Overhead Expense
1519,Administrative,149.38,0.1245633,0,0,149.38,0,2/26/2018 12:00:00 AM,Overhead Expense
1520,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1521,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1522,Occupancy Cost,942.07,0.7855624,0,0,942.07,0,2/26/2018 12:00:00 AM,Overhead Expense
1523,Owners Draws,750,0.6254013,0,0,750,0,2/26/2018 12:00:00 AM,Takeaway
1524,Loan Payment,1125,0.9381019,0,0,1125,0,2/26/2018 12:00:00 AM,Takeaway
1525,Loan Tax,300,0.2501605,0,0,300,0,2/26/2018 12:00:00 AM,Takeaway
1526,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1527,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1528,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1529,Credit Card Processing,0.17,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1530,Direct Operating,408.34,0.3405018,0,0,816.68,0,2/26/2018 12:00:00 AM,Overhead Expense
1531,Administrative,149.38,0.1245633,0,0,298.76,0,2/26/2018 12:00:00 AM,Overhead Expense
1532,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1533,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1534,Occupancy Cost,942.07,0.7855624,0,0,1884.14,0,2/26/2018 12:00:00 AM,Overhead Expense
1535,Owners Draws,750,0.6254013,0,0,1500,0,2/26/2018 12:00:00 AM,Takeaway
1536,Loan Payment,1125,0.9381019,0,0,2250,0,2/26/2018 12:00:00 AM,Takeaway
1537,Loan Tax,300,0.2501605,0,0,600,0,2/26/2018 12:00:00 AM,Takeaway
1538,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1539,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1540,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1541,Credit Card Processing,41.12,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1542,Direct Operating,408.34,0.3405018,0,0,1225.02,0,2/26/2018 12:00:00 AM,Overhead Expense
1543,Administrative,149.38,0.1245633,0,0,448.14,0,2/26/2018 12:00:00 AM,Overhead Expense
1544,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1545,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1546,Occupancy Cost,942.07,0.7855624,0,0,2826.21,0,2/26/2018 12:00:00 AM,Overhead Expense
1547,Owners Draws,750,0.6254013,0,0,2250,0,2/26/2018 12:00:00 AM,Takeaway
1548,Loan Payment,1125,0.9381019,0,0,3375,0,2/26/2018 12:00:00 AM,Takeaway
1549,Loan Tax,300,0.2501605,0,0,900,0,2/26/2018 12:00:00 AM,Takeaway
1550,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1551,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1552,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1553,Credit Card Processing,43.09998,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1554,Direct Operating,408.34,0.3405018,0,0,1633.36,0,2/26/2018 12:00:00 AM,Overhead Expense
1555,Administrative,149.38,0.1245633,0,0,597.52,0,2/26/2018 12:00:00 AM,Overhead Expense
1556,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1557,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1558,Occupancy Cost,942.07,0.7855624,0,0,3768.28,0,2/26/2018 12:00:00 AM,Overhead Expense
1559,Owners Draws,750,0.6254013,0,0,3000,0,2/26/2018 12:00:00 AM,Takeaway
1560,Loan Payment,1125,0.9381019,0,0,4500,0,2/26/2018 12:00:00 AM,Takeaway
1561,Loan Tax,300,0.2501605,0,0,1200,0,2/26/2018 12:00:00 AM,Takeaway
1562,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1563,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1564,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1565,Credit Card Processing,56.01997,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1566,Direct Operating,408.34,0.3405018,0,0,2041.7,0,2/26/2018 12:00:00 AM,Overhead Expense
1567,Administrative,149.38,0.1245633,0,0,746.9,0,2/26/2018 12:00:00 AM,Overhead Expense
1568,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1569,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1570,Occupancy Cost,942.07,0.7855624,0,0,4710.35,0,2/26/2018 12:00:00 AM,Overhead Expense
1571,Owners Draws,750,0.6254013,0,0,3750,0,2/26/2018 12:00:00 AM,Takeaway
1572,Loan Payment,1125,0.9381019,0,0,5625,0,2/26/2018 12:00:00 AM,Takeaway
1573,Loan Tax,300,0.2501605,0,0,1500,0,2/26/2018 12:00:00 AM,Takeaway
1574,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1575,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1576,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1577,Credit Card Processing,79.16001,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1578,Direct Operating,408.34,0.3405018,0,0,2450.04,0,2/26/2018 12:00:00 AM,Overhead Expense
1579,Administrative,149.38,0.1245633,0,0,896.28,0,2/26/2018 12:00:00 AM,Overhead Expense
1580,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1581,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1582,Occupancy Cost,942.07,0.7855624,0,0,5652.42,0,2/26/2018 12:00:00 AM,Overhead Expense
1583,Owners Draws,750,0.6254013,0,0,4500,0,2/26/2018 12:00:00 AM,Takeaway
1584,Loan Payment,1125,0.9381019,0,0,6750,0,2/26/2018 12:00:00 AM,Takeaway
1585,Loan Tax,300,0.2501605,0,0,1800,0,2/26/2018 12:00:00 AM,Takeaway
1586,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1587,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1588,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1589,Credit Card Processing,116.84,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1590,Direct Operating,408.34,0.3405018,0,0,2858.38,0,2/26/2018 12:00:00 AM,Overhead Expense
1591,Administrative,149.38,0.1245633,0,0,1045.66,0,2/26/2018 12:00:00 AM,Overhead Expense
1592,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1593,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1594,Occupancy Cost,942.07,0.7855624,0,0,6594.49,0,2/26/2018 12:00:00 AM,Overhead Expense
1595,Owners Draws,750,0.6254013,0,0,5250,0,2/26/2018 12:00:00 AM,Takeaway
1596,Loan Payment,1125,0.9381019,0,0,7875,0,2/26/2018 12:00:00 AM,Takeaway
1597,Loan Tax,300,0.2501605,0,0,2100,0,2/26/2018 12:00:00 AM,Takeaway
1598,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1599,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1600,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1601,Credit Card Processing,346.0797,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1602,Direct Operating,408.34,0.3405018,0,0,3266.72,0,2/26/2018 12:00:00 AM,Overhead Expense
1603,Administrative,149.38,0.1245633,0,0,1195.04,0,2/26/2018 12:00:00 AM,Overhead Expense
1604,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1605,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1606,Occupancy Cost,942.07,0.7855624,0,0,7536.56,0,2/26/2018 12:00:00 AM,Overhead Expense
1607,Owners Draws,750,0.6254013,0,0,6000,0,2/26/2018 12:00:00 AM,Takeaway
1608,Loan Payment,1125,0.9381019,0,0,9000,0,2/26/2018 12:00:00 AM,Takeaway
1609,Loan Tax,300,0.2501605,0,0,2400,0,2/26/2018 12:00:00 AM,Takeaway
1610,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1611,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1612,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1613,Credit Card Processing,354.9501,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1614,Direct Operating,408.34,0.3405018,0,0,3675.06,0,2/26/2018 12:00:00 AM,Overhead Expense
1615,Administrative,149.38,0.1245633,0,0,1344.42,0,2/26/2018 12:00:00 AM,Overhead Expense
1616,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1617,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1618,Occupancy Cost,942.07,0.7855624,0,0,8478.63,0,2/26/2018 12:00:00 AM,Overhead Expense
1619,Owners Draws,750,0.6254013,0,0,6750,0,2/26/2018 12:00:00 AM,Takeaway
1620,Loan Payment,1125,0.9381019,0,0,10125,0,2/26/2018 12:00:00 AM,Takeaway
1621,Loan Tax,300,0.2501605,0,0,2700,0,2/26/2018 12:00:00 AM,Takeaway
1622,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1623,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1624,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1625,Credit Card Processing,359.8202,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1626,Direct Operating,408.34,0.3405018,0,0,4083.4,0,2/26/2018 12:00:00 AM,Overhead Expense
1627,Administrative,149.38,0.1245633,0,0,1493.8,0,2/26/2018 12:00:00 AM,Overhead Expense
1628,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1629,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1630,Occupancy Cost,942.07,0.7855624,0,0,9420.7,0,2/26/2018 12:00:00 AM,Overhead Expense
1631,Owners Draws,750,0.6254013,0,0,7500,0,2/26/2018 12:00:00 AM,Takeaway
1632,Loan Payment,1125,0.9381019,0,0,11250,0,2/26/2018 12:00:00 AM,Takeaway
1633,Loan Tax,300,0.2501605,0,0,3000,0,2/26/2018 12:00:00 AM,Takeaway
1634,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1635,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1636,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1637,Credit Card Processing,359.8202,0.02306568,0,0,336.2999,0,2/26/2018 12:00:00 AM,Overhead Expense
1638,Direct Operating,408.34,0.3405018,0,0,4491.74,0,2/26/2018 12:00:00 AM,Overhead Expense
1639,Administrative,149.38,0.1245633,0,0,1643.18,0,2/26/2018 12:00:00 AM,Overhead Expense
1640,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1641,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1642,Occupancy Cost,942.07,0.7855624,0,0,10362.77,0,2/26/2018 12:00:00 AM,Overhead Expense
1643,Owners Draws,750,0.6254013,0,0,8250,0,2/26/2018 12:00:00 AM,Takeaway
1644,Loan Payment,1125,0.9381019,0,0,12375,0,2/26/2018 12:00:00 AM,Takeaway
1645,Loan Tax,300,0.2501605,0,0,3300,0,2/26/2018 12:00:00 AM,Takeaway
1646,Beverage,246.41,0.03945158,0,0,924.7004,0,3/12/2018 12:00:00 AM,Sales
1647,Food,5968.195,0.9555404,0,0,23909.49,0,3/12/2018 12:00:00 AM,Sales
1648,Other,31.28,0.005008097,0,0,150.9,0,3/12/2018 12:00:00 AM,Sales
1649,Food,0,0,0,0,3787.27,0,3/12/2018 12:00:00 AM,Cost of Sales
1650,Beverage,0,0,0,0,0,0,3/12/2018 12:00:00 AM,Cost of Sales
1651,Paper Goods,0,0,0,0,1209.31,0,3/12/2018 12:00:00 AM,Cost of Sales
1652,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1653,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1654,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1655,Credit Card Processing,74.06001,0.02306568,0,0,673.4099,0,2/26/2018 12:00:00 AM,Overhead Expense
1656,Direct Operating,408.34,0.3405018,0,0,4900.08,0,2/26/2018 12:00:00 AM,Overhead Expense
1657,Administrative,149.38,0.1245633,0,0,1792.56,0,2/26/2018 12:00:00 AM,Overhead Expense
1658,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1659,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1660,Occupancy Cost,942.07,0.7855624,0,0,11304.84,0,2/26/2018 12:00:00 AM,Overhead Expense
1661,Owners Draws,750,0.6254013,0,0,9000,0,2/26/2018 12:00:00 AM,Takeaway
1662,Loan Payment,1125,0.9381019,0,0,13500,0,2/26/2018 12:00:00 AM,Takeaway
1663,Loan Tax,300,0.2501605,0,0,3600,0,2/26/2018 12:00:00 AM,Takeaway
1664,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1665,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1666,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1667,Credit Card Processing,59.99001,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1668,Direct Operating,408.34,0.3405018,0,0,5308.42,0,2/26/2018 12:00:00 AM,Overhead Expense
1669,Administrative,149.38,0.1245633,0,0,1941.94,0,2/26/2018 12:00:00 AM,Overhead Expense
1670,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1671,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1672,Occupancy Cost,942.07,0.7855624,0,0,12246.91,0,2/26/2018 12:00:00 AM,Overhead Expense
1673,Owners Draws,750,0.6254013,0,0,9750,0,2/26/2018 12:00:00 AM,Takeaway
1674,Loan Payment,1125,0.9381019,0,0,14625,0,2/26/2018 12:00:00 AM,Takeaway
1675,Loan Tax,300,0.2501605,0,0,3900,0,2/26/2018 12:00:00 AM,Takeaway
1676,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1677,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1678,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1679,Credit Card Processing,61.38,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1680,Direct Operating,408.34,0.3405018,0,0,5716.76,0,2/26/2018 12:00:00 AM,Overhead Expense
1681,Administrative,149.38,0.1245633,0,0,2091.32,0,2/26/2018 12:00:00 AM,Overhead Expense
1682,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1683,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1684,Occupancy Cost,942.07,0.7855624,0,0,13188.98,0,2/26/2018 12:00:00 AM,Overhead Expense
1685,Owners Draws,750,0.6254013,0,0,10500,0,2/26/2018 12:00:00 AM,Takeaway
1686,Loan Payment,1125,0.9381019,0,0,15750,0,2/26/2018 12:00:00 AM,Takeaway
1687,Loan Tax,300,0.2501605,0,0,4200,0,2/26/2018 12:00:00 AM,Takeaway
1688,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1689,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1690,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1691,Credit Card Processing,98.84006,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1692,Direct Operating,408.34,0.3405018,0,0,6125.1,0,2/26/2018 12:00:00 AM,Overhead Expense
1693,Administrative,149.38,0.1245633,0,0,2240.7,0,2/26/2018 12:00:00 AM,Overhead Expense
1694,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1695,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1696,Occupancy Cost,942.07,0.7855624,0,0,14131.05,0,2/26/2018 12:00:00 AM,Overhead Expense
1697,Owners Draws,750,0.6254013,0,0,11250,0,2/26/2018 12:00:00 AM,Takeaway
1698,Loan Payment,1125,0.9381019,0,0,16875,0,2/26/2018 12:00:00 AM,Takeaway
1699,Loan Tax,300,0.2501605,0,0,4500,0,2/26/2018 12:00:00 AM,Takeaway
1700,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1701,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1702,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1703,Credit Card Processing,98.84,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1704,Direct Operating,408.34,0.3405018,0,0,6533.44,0,2/26/2018 12:00:00 AM,Overhead Expense
1705,Administrative,149.38,0.1245633,0,0,2390.08,0,2/26/2018 12:00:00 AM,Overhead Expense
1706,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1707,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1708,Occupancy Cost,942.07,0.7855624,0,0,15073.12,0,2/26/2018 12:00:00 AM,Overhead Expense
1709,Owners Draws,750,0.6254013,0,0,12000,0,2/26/2018 12:00:00 AM,Takeaway
1710,Loan Payment,1125,0.9381019,0,0,18000,0,2/26/2018 12:00:00 AM,Takeaway
1711,Loan Tax,300,0.2501605,0,0,4800,0,2/26/2018 12:00:00 AM,Takeaway
1712,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1713,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1714,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1715,Credit Card Processing,98.84,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1716,Direct Operating,408.34,0.3405018,0,0,6941.78,0,2/26/2018 12:00:00 AM,Overhead Expense
1717,Administrative,149.38,0.1245633,0,0,2539.46,0,2/26/2018 12:00:00 AM,Overhead Expense
1718,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1719,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1720,Occupancy Cost,942.07,0.7855624,0,0,16015.19,0,2/26/2018 12:00:00 AM,Overhead Expense
1721,Owners Draws,750,0.6254013,0,0,12750,0,2/26/2018 12:00:00 AM,Takeaway
1722,Loan Payment,1125,0.9381019,0,0,19125,0,2/26/2018 12:00:00 AM,Takeaway
1723,Loan Tax,300,0.2501605,0,0,5100,0,2/26/2018 12:00:00 AM,Takeaway
1724,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1725,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1726,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1727,Credit Card Processing,101.59,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1728,Direct Operating,408.34,0.3405018,0,0,7350.12,0,2/26/2018 12:00:00 AM,Overhead Expense
1729,Administrative,149.38,0.1245633,0,0,2688.84,0,2/26/2018 12:00:00 AM,Overhead Expense
1730,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1731,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1732,Occupancy Cost,942.07,0.7855624,0,0,16957.26,0,2/26/2018 12:00:00 AM,Overhead Expense
1733,Owners Draws,750,0.6254013,0,0,13500,0,2/26/2018 12:00:00 AM,Takeaway
1734,Loan Payment,1125,0.9381019,0,0,20250,0,2/26/2018 12:00:00 AM,Takeaway
1735,Loan Tax,300,0.2501605,0,0,5400,0,2/26/2018 12:00:00 AM,Takeaway
1736,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1737,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1738,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1739,Credit Card Processing,101.59,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1740,Direct Operating,408.34,0.3405018,0,0,7758.46,0,2/26/2018 12:00:00 AM,Overhead Expense
1741,Administrative,149.38,0.1245633,0,0,2838.22,0,2/26/2018 12:00:00 AM,Overhead Expense
1742,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1743,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1744,Occupancy Cost,942.07,0.7855624,0,0,17899.33,0,2/26/2018 12:00:00 AM,Overhead Expense
1745,Owners Draws,750,0.6254013,0,0,14250,0,2/26/2018 12:00:00 AM,Takeaway
1746,Loan Payment,1125,0.9381019,0,0,21375,0,2/26/2018 12:00:00 AM,Takeaway
1747,Loan Tax,300,0.2501605,0,0,5700,0,2/26/2018 12:00:00 AM,Takeaway
1748,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1749,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1750,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1751,Credit Card Processing,101.59,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1752,Direct Operating,408.34,0.3405018,0,0,8166.8,0,2/26/2018 12:00:00 AM,Overhead Expense
1753,Administrative,149.38,0.1245633,0,0,2987.6,0,2/26/2018 12:00:00 AM,Overhead Expense
1754,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1755,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1756,Occupancy Cost,942.07,0.7855624,0,0,18841.4,0,2/26/2018 12:00:00 AM,Overhead Expense
1757,Owners Draws,750,0.6254013,0,0,15000,0,2/26/2018 12:00:00 AM,Takeaway
1758,Loan Payment,1125,0.9381019,0,0,22500,0,2/26/2018 12:00:00 AM,Takeaway
1759,Loan Tax,300,0.2501605,0,0,6000,0,2/26/2018 12:00:00 AM,Takeaway
1760,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1761,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1762,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1763,Credit Card Processing,102.64,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1764,Direct Operating,408.34,0.3405018,0,0,8575.14,0,2/26/2018 12:00:00 AM,Overhead Expense
1765,Administrative,149.38,0.1245633,0,0,3136.98,0,2/26/2018 12:00:00 AM,Overhead Expense
1766,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1767,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1768,Occupancy Cost,942.07,0.7855624,0,0,19783.47,0,2/26/2018 12:00:00 AM,Overhead Expense
1769,Owners Draws,750,0.6254013,0,0,15750,0,2/26/2018 12:00:00 AM,Takeaway
1770,Loan Payment,1125,0.9381019,0,0,23625,0,2/26/2018 12:00:00 AM,Takeaway
1771,Loan Tax,300,0.2501605,0,0,6300,0,2/26/2018 12:00:00 AM,Takeaway
1772,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1773,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1774,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1775,Credit Card Processing,102.64,0.02306568,0,0,735.3398,0,2/26/2018 12:00:00 AM,Overhead Expense
1776,Direct Operating,408.34,0.3405018,0,0,8983.479,0,2/26/2018 12:00:00 AM,Overhead Expense
1777,Administrative,149.38,0.1245633,0,0,3286.36,0,2/26/2018 12:00:00 AM,Overhead Expense
1778,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1779,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1780,Occupancy Cost,942.07,0.7855624,0,0,20725.54,0,2/26/2018 12:00:00 AM,Overhead Expense
1781,Owners Draws,750,0.6254013,0,0,16500,0,2/26/2018 12:00:00 AM,Takeaway
1782,Loan Payment,1125,0.9381019,0,0,24750,0,2/26/2018 12:00:00 AM,Takeaway
1783,Loan Tax,300,0.2501605,0,0,6600,0,2/26/2018 12:00:00 AM,Takeaway
1784,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1785,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
